code,abos_description,orthopedic_subsection,status,wrvu_status,wrvu_missing_reason,work_rvu,total_rvu,global_period_days,estimated_medicare_payment,cms_source_file
27826,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of fibula only",Leg/Ankle/Foot,already_present,verified,,10.82,24.34,90,812.98,PPRRVU2026_Jul_nonQPP.csv
27827,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of tibia only",Leg/Ankle/Foot,already_present,verified,,14.42,31.53,90,1053.13,PPRRVU2026_Jul_nonQPP.csv
27828,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of both tibia and fibula",Leg/Ankle/Foot,already_present,verified,,17.97,36.83,90,1230.16,PPRRVU2026_Jul_nonQPP.csv
27829,"Open treatment of distal tibiofibular joint (syndesmosis) disruption, includes internal fixation, when performed",Leg/Ankle/Foot,already_present,verified,,8.58,20.15,90,673.03,PPRRVU2026_Jul_nonQPP.csv
27832,"Open treatment of proximal tibiofibular joint dislocation, includes internal fixation, when performed, or with excision of proximal fibula",Leg/Ankle/Foot,already_present,verified,,9.92,21.46,90,716.78,PPRRVU2026_Jul_nonQPP.csv
27846,"Open treatment of ankle dislocation, with or without percutaneous skeletal fixation; without repair or internal fixation",Leg/Ankle/Foot,already_present,verified,,10.02,20.21,90,675.03,PPRRVU2026_Jul_nonQPP.csv
27848,"Open treatment of ankle dislocation, with or without percutaneous skeletal fixation; with repair or internal or external fixation",Leg/Ankle/Foot,already_present,verified,,11.39,22.09,90,737.83,PPRRVU2026_Jul_nonQPP.csv
27860,Manipulation of ankle under general anesthesia (includes application of traction or other fixation apparatus),Leg/Ankle/Foot,newly_added,verified,,2.33,4.63,10,154.65,PPRRVU2026_Jul_nonQPP.csv
27892,"Decompression fasciotomy, leg; anterior and/or lateral compartments only, with debridement of nonviable muscle and/or nerve",Leg/Ankle/Foot,newly_added,verified,,7.74,15.51,90,518.05,PPRRVU2026_Jul_nonQPP.csv
27893,"Decompression fasciotomy, leg; posterior compartment(s) only, with debridement of nonviable muscle and/or nerve",Leg/Ankle/Foot,newly_added,verified,,7.7,17.59,90,587.52,PPRRVU2026_Jul_nonQPP.csv
27894,"Decompression fasciotomy, leg; anterior and/or lateral, and posterior compartment(s), with debridement of nonviable muscle and/or nerve",Leg/Ankle/Foot,newly_added,verified,,12.35,22.67,90,757.2,PPRRVU2026_Jul_nonQPP.csv
28035,"Release, tarsal tunnel (posterior tibial nerve decompression)",Leg/Ankle/Foot,newly_added,verified,,5.1,10.29,90,343.7,PPRRVU2026_Jul_nonQPP.csv
28060,"Fasciectomy, plantar fascia; partial (separate procedure)",Leg/Ankle/Foot,newly_added,verified,,5.27,10.29,90,343.7,PPRRVU2026_Jul_nonQPP.csv
28062,"Fasciectomy, plantar fascia; radical (separate procedure)",Leg/Ankle/Foot,newly_added,verified,,6.52,11.5,90,384.11,PPRRVU2026_Jul_nonQPP.csv
28080,"Excision, interdigital (Morton) neuroma, single, each",Leg/Ankle/Foot,newly_added,verified,,4.74,11.07,90,369.75,PPRRVU2026_Jul_nonQPP.csv
28090,"Excision of lesion, tendon, tendon sheath, or capsule (including synovectomy) (eg, cyst or ganglion); foot",Leg/Ankle/Foot,newly_added,verified,,4.44,8.82,90,294.6,PPRRVU2026_Jul_nonQPP.csv
28092,"Excision of lesion, tendon, tendon sheath, or capsule (including synovectomy) (eg, cyst or ganglion); toe(s), each",Leg/Ankle/Foot,newly_added,verified,,3.69,7.81,90,260.86,PPRRVU2026_Jul_nonQPP.csv
28110,"Ostectomy, partial excision, fifth metatarsal head (bunionette) (separate procedure)",Leg/Ankle/Foot,newly_added,verified,,4.11,8.45,90,282.24,PPRRVU2026_Jul_nonQPP.csv
28116,"Ostectomy, excision of tarsal coalition",Leg/Ankle/Foot,newly_added,verified,,8.91,14.54,90,485.65,PPRRVU2026_Jul_nonQPP.csv
28118,"Ostectomy, calcaneus;",Leg/Ankle/Foot,newly_added,verified,,5.98,12.15,90,405.82,PPRRVU2026_Jul_nonQPP.csv
28119,"Ostectomy, calcaneus; for spur, with or without plantar fascial release",Leg/Ankle/Foot,newly_added,verified,,5.42,10.36,90,346.03,PPRRVU2026_Jul_nonQPP.csv
28190,"Removal of foreign body, foot; subcutaneous",Leg/Ankle/Foot,newly_added,verified,,1.96,3.82,10,127.59,PPRRVU2026_Jul_nonQPP.csv
28192,"Removal of foreign body, foot; deep",Leg/Ankle/Foot,newly_added,verified,,4.66,8.79,90,293.59,PPRRVU2026_Jul_nonQPP.csv
28193,"Removal of foreign body, foot; complicated",Leg/Ankle/Foot,newly_added,verified,,5.75,10.21,90,341.02,PPRRVU2026_Jul_nonQPP.csv
28288,"Ostectomy, partial, exostectomy or condylectomy, metatarsal head, each metatarsal head",Leg/Ankle/Foot,newly_added,verified,,5.87,12.47,90,416.51,PPRRVU2026_Jul_nonQPP.csv
28289,"Hallux rigidus correction with cheilectomy, debridement and capsular release of the first metatarsophalangeal joint; without implant",Leg/Ankle/Foot,newly_added,verified,,6.73,13.14,90,438.89,PPRRVU2026_Jul_nonQPP.csv
28315,"Sesamoidectomy, first toe (separate procedure)",Leg/Ankle/Foot,newly_added,verified,,4.88,9.31,90,310.96,PPRRVU2026_Jul_nonQPP.csv
28406,"Percutaneous skeletal fixation of calcaneal fracture, with manipulation",Leg/Ankle/Foot,already_present,verified,,6.4,16.45,90,549.44,PPRRVU2026_Jul_nonQPP.csv
28415,"Open treatment of calcaneal fracture, includes internal fixation, when performed;",Leg/Ankle/Foot,already_present,verified,,15.79,31.4,90,1048.79,PPRRVU2026_Jul_nonQPP.csv
28420,"Open treatment of calcaneal fracture, with or without internal or external fixation; with primary iliac or other autogenous bone graft (includes obtaining graft)",Leg/Ankle/Foot,already_present,verified,,17.08,36.19,90,1208.78,PPRRVU2026_Jul_nonQPP.csv
28436,"Percutaneous skeletal fixation of talus fracture, with manipulation",Leg/Ankle/Foot,already_present,verified,,4.78,14.88,90,497.01,PPRRVU2026_Jul_nonQPP.csv
28445,"Open treatment of talus fracture, includes internal fixation, when performed",Leg/Ankle/Foot,already_present,verified,,15.37,29.23,90,976.31,PPRRVU2026_Jul_nonQPP.csv
28456,"Percutaneous skeletal fixation of tarsal bone fracture (except talus and calcaneus), with manipulation, each",Leg/Ankle/Foot,already_present,verified,,2.79,11.48,90,383.44,PPRRVU2026_Jul_nonQPP.csv
28465,"Open treatment of tarsal bone fracture (except talus and calcaneus), includes internal fixation, when performed, each",Leg/Ankle/Foot,already_present,verified,,8.58,18.55,90,619.59,PPRRVU2026_Jul_nonQPP.csv
28476,"Percutaneous skeletal fixation of metatarsal fracture, with manipulation, each",Leg/Ankle/Foot,already_present,verified,,3.51,11.61,90,387.78,PPRRVU2026_Jul_nonQPP.csv
28485,"Open treatment of metatarsal fracture, includes internal fixation, when performed, each",Leg/Ankle/Foot,already_present,verified,,7.25,16.23,90,542.1,PPRRVU2026_Jul_nonQPP.csv
28496,"Percutaneous skeletal fixation of fracture great toe, phalanx or phalanges, with manipulation",Leg/Ankle/Foot,already_present,verified,,2.42,16.42,90,548.44,PPRRVU2026_Jul_nonQPP.csv
28505,"Open treatment of fracture great toe, phalanx or phalanges, includes internal fixation, when performed",Leg/Ankle/Foot,already_present,verified,,7.25,20.01,90,668.35,PPRRVU2026_Jul_nonQPP.csv
28525,"Open treatment of fracture, phalanx or phalanges, other than great toe, includes internal fixation, when performed, each",Leg/Ankle/Foot,already_present,verified,,5.48,17.17,90,573.49,PPRRVU2026_Jul_nonQPP.csv
28531,"Open treatment of sesamoid fracture, with or without internal fixation",Leg/Ankle/Foot,already_present,verified,,2.51,9.68,90,323.32,PPRRVU2026_Jul_nonQPP.csv
28546,"Percutaneous skeletal fixation of tarsal bone dislocation, other than talotarsal, with manipulation",Leg/Ankle/Foot,newly_added,verified,,3.32,10.71,90,357.72,PPRRVU2026_Jul_nonQPP.csv
28555,"Open treatment of tarsal bone dislocation, with or without internal or external fixation",Leg/Ankle/Foot,already_present,verified,,9.41,26.47,90,884.12,PPRRVU2026_Jul_nonQPP.csv
28576,"Percutaneous skeletal fixation of talotarsal joint dislocation, with manipulation",Leg/Ankle/Foot,newly_added,verified,,4.49,11.57,90,386.45,PPRRVU2026_Jul_nonQPP.csv
28585,"Open treatment of talotarsal joint dislocation, includes internal fixation, when performed",Leg/Ankle/Foot,already_present,verified,,10.85,28.41,90,948.92,PPRRVU2026_Jul_nonQPP.csv
28606,"Percutaneous skeletal fixation of tarsometatarsal joint dislocation, with manipulation",Leg/Ankle/Foot,already_present,verified,,4.96,11.59,90,387.12,PPRRVU2026_Jul_nonQPP.csv
28615,"Open treatment of tarsometatarsal joint dislocation, includes internal fixation, when performed",Leg/Ankle/Foot,already_present,verified,,10.43,23.75,90,793.27,PPRRVU2026_Jul_nonQPP.csv
28636,"Percutaneous skeletal fixation of metatarsophalangeal joint dislocation, with manipulation",Leg/Ankle/Foot,newly_added,verified,,2.7,6.51,10,217.44,PPRRVU2026_Jul_nonQPP.csv
28645,"Open treatment of metatarsophalangeal joint dislocation, includes internal fixation, when performed",Leg/Ankle/Foot,already_present,verified,,7.25,19.95,90,666.35,PPRRVU2026_Jul_nonQPP.csv
28666,"Percutaneous skeletal fixation of interphalangeal joint dislocation, with manipulation",Leg/Ankle/Foot,newly_added,verified,,2.59,4.91,10,164.0,PPRRVU2026_Jul_nonQPP.csv
28675,"Open treatment of interphalangeal joint dislocation, includes internal fixation, when performed",Leg/Ankle/Foot,already_present,verified,,5.48,17.6,90,587.86,PPRRVU2026_Jul_nonQPP.csv
29805,"Arthroscopy, shoulder, diagnostic, with or without synovial biopsy (separate procedure)",Arthroscopy codes,already_present,verified,,5.88,13.44,90,448.91,PPRRVU2026_Jul_nonQPP.csv
29806,"Arthroscopy, shoulder, surgical; capsulorrhaphy",Arthroscopy codes,already_present,verified,,14.76,29.13,90,972.97,PPRRVU2026_Jul_nonQPP.csv
29807,"Arthroscopy, shoulder, surgical; repair of SLAP lesion",Arthroscopy codes,already_present,verified,,14.3,28.5,90,951.93,PPRRVU2026_Jul_nonQPP.csv
29819,"Arthroscopy, shoulder, surgical; with removal of loose body or foreign body",Arthroscopy codes,already_present,verified,,7.6,16.47,90,550.11,PPRRVU2026_Jul_nonQPP.csv
29820,"Arthroscopy, shoulder, surgical; synovectomy, partial",Arthroscopy codes,already_present,verified,,7.03,15.02,90,501.68,PPRRVU2026_Jul_nonQPP.csv
29821,"Arthroscopy, shoulder, surgical; synovectomy, complete",Arthroscopy codes,already_present,verified,,7.69,16.69,90,557.46,PPRRVU2026_Jul_nonQPP.csv
29822,"Arthroscopy, shoulder, surgical; debridement, limited",Arthroscopy codes,already_present,verified,,6.85,15.45,90,516.04,PPRRVU2026_Jul_nonQPP.csv
29823,"Arthroscopy, shoulder, surgical; debridement, extensive",Arthroscopy codes,already_present,verified,,7.78,16.73,90,558.8,PPRRVU2026_Jul_nonQPP.csv
29824,"Arthroscopy, shoulder, surgical; distal claviculectomy including distal articular surface (Mumford procedure)",Arthroscopy codes,already_present,verified,,8.76,19.13,90,638.96,PPRRVU2026_Jul_nonQPP.csv
29825,"Arthroscopy, shoulder, surgical; with lysis and resection of adhesions, with or without manipulation",Arthroscopy codes,already_present,verified,,7.6,16.57,90,553.45,PPRRVU2026_Jul_nonQPP.csv
29826,"Arthroscopy, shoulder, surgical; decompression of subacromial space with partial acromioplasty, with coracoacromial (ie, arch) release, when performed",Arthroscopy codes,already_present,verified,,2.93,4.42,90,147.63,PPRRVU2026_Jul_nonQPP.csv
29827,"Arthroscopy, shoulder, surgical; with rotator cuff repair",Arthroscopy codes,already_present,verified,,15.2,29.23,90,976.31,PPRRVU2026_Jul_nonQPP.csv
29828,"Arthroscopy, shoulder, surgical; biceps tenodesis",Arthroscopy codes,already_present,verified,,12.83,25.26,90,843.71,PPRRVU2026_Jul_nonQPP.csv
29830,"Arthroscopy, elbow, diagnostic, with or without synovial biopsy (separate procedure)",Arthroscopy codes,already_present,verified,,5.73,13.15,90,439.22,PPRRVU2026_Jul_nonQPP.csv
29834,"Arthroscopy, elbow, surgical; with removal of loose body or foreign body",Arthroscopy codes,already_present,verified,,6.26,14.03,90,468.61,PPRRVU2026_Jul_nonQPP.csv
29835,"Arthroscopy, elbow, surgical; synovectomy, partial",Arthroscopy codes,already_present,verified,,6.45,14.58,90,486.99,PPRRVU2026_Jul_nonQPP.csv
29836,"Arthroscopy, elbow, surgical; synovectomy, complete",Arthroscopy codes,already_present,verified,,7.53,16.41,90,548.11,PPRRVU2026_Jul_nonQPP.csv
29837,"Arthroscopy, elbow, surgical; debridement, limited",Arthroscopy codes,already_present,verified,,6.83,15.17,90,506.69,PPRRVU2026_Jul_nonQPP.csv
29838,"Arthroscopy, elbow, surgical; debridement, extensive",Arthroscopy codes,already_present,verified,,7.68,16.72,90,558.46,PPRRVU2026_Jul_nonQPP.csv
29840,"Arthroscopy, wrist, diagnostic, with or without synovial biopsy (separate procedure)",Arthroscopy codes,already_present,verified,,5.54,13.21,90,441.23,PPRRVU2026_Jul_nonQPP.csv
29843,"Arthroscopy, wrist, surgical; for infection, lavage and drainage",Arthroscopy codes,already_present,verified,,6,14.06,90,469.62,PPRRVU2026_Jul_nonQPP.csv
29844,"Arthroscopy, wrist, surgical; synovectomy, partial",Arthroscopy codes,already_present,verified,,6.35,14.1,90,470.95,PPRRVU2026_Jul_nonQPP.csv
29845,"Arthroscopy, wrist, surgical; synovectomy, complete",Arthroscopy codes,already_present,verified,,7.5,16.37,90,546.77,PPRRVU2026_Jul_nonQPP.csv
29846,"Arthroscopy, wrist, surgical; excision and/or repair of triangular fibrocartilage and/or joint debridement",Arthroscopy codes,already_present,verified,,6.72,14.61,90,487.99,PPRRVU2026_Jul_nonQPP.csv
29847,"Arthroscopy, wrist, surgical; internal fixation for fracture or instability",Arthroscopy codes,already_present,verified,,7.04,15.48,90,517.05,PPRRVU2026_Jul_nonQPP.csv
29848,"Endoscopy, wrist, surgical, with release of transverse carpal ligament",Arthroscopy codes,already_present,verified,,6.23,14.54,90,485.65,PPRRVU2026_Jul_nonQPP.csv
29850,"Arthroscopically aided treatment of intercondylar spine(s) and/or tuberosity fracture(s) of the knee, with or without manipulation; without internal or external fixation (includes arthroscopy)",Arthroscopy codes,already_present,verified,,8.06,17.77,90,593.53,PPRRVU2026_Jul_nonQPP.csv
29851,"Arthroscopically aided treatment of intercondylar spine(s) and/or tuberosity fracture(s) of the knee, with or without manipulation; with internal or external fixation (includes arthroscopy)",Arthroscopy codes,already_present,verified,,12.93,25.8,90,861.74,PPRRVU2026_Jul_nonQPP.csv
29855,"Arthroscopically aided treatment of tibial fracture, proximal (plateau); unicondylar, includes internal fixation, when performed (includes arthroscopy)",Arthroscopy codes,already_present,verified,,10.49,21.85,90,729.81,PPRRVU2026_Jul_nonQPP.csv
29856,"Arthroscopically aided treatment of tibial fracture, proximal (plateau); bicondylar, includes internal fixation, when performed (includes arthroscopy)",Arthroscopy codes,already_present,verified,,13.92,27.48,90,917.86,PPRRVU2026_Jul_nonQPP.csv
29860,"Arthroscopy, hip, diagnostic with or without synovial biopsy (separate procedure)",Arthroscopy codes,already_present,verified,,8.78,18.42,90,615.24,PPRRVU2026_Jul_nonQPP.csv
29861,"Arthroscopy, hip, surgical; with removal of loose body or foreign body",Arthroscopy codes,already_present,verified,,9.85,19.68,90,657.33,PPRRVU2026_Jul_nonQPP.csv
29862,"Arthroscopy, hip, surgical; with debridement/shaving of articular cartilage (chondroplasty), abrasion arthroplasty, and/or resection of labrum",Arthroscopy codes,already_present,verified,,10.89,22.75,90,759.87,PPRRVU2026_Jul_nonQPP.csv
29863,"Arthroscopy, hip, surgical; with synovectomy",Arthroscopy codes,already_present,verified,,10.89,22.67,90,757.2,PPRRVU2026_Jul_nonQPP.csv
29866,"Arthroscopy, knee, surgical; osteochondral autograft(s) (eg, mosaicplasty) (includes harvesting of autograft[s])",Arthroscopy codes,already_present,verified,,14.3,29.32,90,979.31,PPRRVU2026_Jul_nonQPP.csv
29867,"Arthroscopy, knee, surgical; osteochondral allograft (eg, mosaicplasty)",Arthroscopy codes,already_present,verified,,17.93,35.29,90,1178.72,PPRRVU2026_Jul_nonQPP.csv
29868,"Arthroscopy, knee, surgical; meniscal transplantation (includes arthrotomy for meniscal insertion), medial or lateral",Arthroscopy codes,already_present,verified,,24.47,45.28,90,1512.39,PPRRVU2026_Jul_nonQPP.csv
29870,"Arthroscopy, knee, diagnostic, with or without synovial biopsy (separate procedure)",Arthroscopy codes,already_present,verified,,5.06,18.05,90,602.89,PPRRVU2026_Jul_nonQPP.csv
29871,"Arthroscopy, knee, surgical; for infection, lavage and drainage",Arthroscopy codes,already_present,verified,,6.52,14.71,90,491.33,PPRRVU2026_Jul_nonQPP.csv
29873,"Arthroscopy, knee, surgical; with lateral release",Arthroscopy codes,already_present,verified,,6.08,15.6,90,521.05,PPRRVU2026_Jul_nonQPP.csv
29874,"Arthroscopy, knee, surgical; for removal of loose body or foreign body (eg, osteochondritis dissecans fragmentation, chondral fragmentation)",Arthroscopy codes,already_present,verified,,7.01,15.15,90,506.02,PPRRVU2026_Jul_nonQPP.csv
29875,"Arthroscopy, knee, surgical; synovectomy, limited (eg, plica or shelf resection) (separate procedure)",Arthroscopy codes,already_present,verified,,6.29,14.2,90,474.29,PPRRVU2026_Jul_nonQPP.csv
29876,"Arthroscopy, knee, surgical; synovectomy, major, two or more compartments (eg, medial or lateral)",Arthroscopy codes,already_present,verified,,8.65,18.41,90,614.91,PPRRVU2026_Jul_nonQPP.csv
29877,"Arthroscopy, knee, surgical; debridement/shaving of articular cartilage (chondroplasty)",Arthroscopy codes,already_present,verified,,8.09,17.57,90,586.85,PPRRVU2026_Jul_nonQPP.csv
29879,"Arthroscopy, knee, surgical; abrasion arthroplasty (includes chondroplasty where necessary) or multiple drilling or microfracture",Arthroscopy codes,already_present,verified,,8.77,18.66,90,623.26,PPRRVU2026_Jul_nonQPP.csv
29880,"Arthroscopy, knee, surgical; with meniscectomy (medial AND lateral, including any meniscal shaving) including debridement/shaving of articular cartilage (chondroplasty), same or separate compartment(s), when performed",Arthroscopy codes,already_present,verified,,7.21,15.96,90,533.08,PPRRVU2026_Jul_nonQPP.csv
29881,"Arthroscopy, knee, surgical; with meniscectomy (medial OR lateral, including any meniscal shaving) including debridement/shaving of articular cartilage (chondroplasty), same or separate compartment(s), when performed",Arthroscopy codes,already_present,verified,,6.85,15.44,90,515.71,PPRRVU2026_Jul_nonQPP.csv
29882,"Arthroscopy, knee, surgical; with meniscus repair (medial OR lateral)",Arthroscopy codes,already_present,verified,,9.36,19.22,90,641.97,PPRRVU2026_Jul_nonQPP.csv
29883,"Arthroscopy, knee, surgical; with meniscus repair (medial AND lateral)",Arthroscopy codes,already_present,verified,,11.48,23.53,90,785.92,PPRRVU2026_Jul_nonQPP.csv
29884,"Arthroscopy, knee, surgical; with lysis of adhesions, with or without manipulation (separate procedure)",Arthroscopy codes,already_present,verified,,8.07,17.55,90,586.19,PPRRVU2026_Jul_nonQPP.csv
29885,"Arthroscopy, knee, surgical; drilling for osteochondritis dissecans with bone grafting, with or without internal fixation (including debridement of base of lesion)",Arthroscopy codes,already_present,verified,,9.95,21.33,90,712.44,PPRRVU2026_Jul_nonQPP.csv
29886,"Arthroscopy, knee, surgical; drilling for intact osteochondritis dissecans lesion",Arthroscopy codes,already_present,verified,,8.28,18.11,90,604.89,PPRRVU2026_Jul_nonQPP.csv
29887,"Arthroscopy, knee, surgical; drilling for intact osteochondritis dissecans lesion with internal fixation",Arthroscopy codes,already_present,verified,,9.91,21.27,90,710.44,PPRRVU2026_Jul_nonQPP.csv
29888,Arthroscopically aided anterior cruciate ligament repair/augmentation or reconstruction,Arthroscopy codes,already_present,verified,,13.94,26.63,90,889.47,PPRRVU2026_Jul_nonQPP.csv
29889,Arthroscopically aided posterior cruciate ligament repair/augmentation or reconstruction,Arthroscopy codes,already_present,verified,,16.97,33.9,90,1132.29,PPRRVU2026_Jul_nonQPP.csv
29891,"Arthroscopy, ankle, surgical, excision of osteochondral defect of talus and/or tibia, including drilling of the defect",Arthroscopy codes,already_present,verified,,9.43,18.98,90,633.95,PPRRVU2026_Jul_nonQPP.csv
29892,"Arthroscopically aided repair of large osteochondritis dissecans lesion, talar dome fracture, or tibial plafond fracture, with or without internal fixation (includes arthroscopy)",Arthroscopy codes,already_present,verified,,10.01,17.89,90,597.54,PPRRVU2026_Jul_nonQPP.csv
29893,Endoscopic plantar fasciotomy,Arthroscopy codes,already_present,verified,,6.16,19.92,90,665.35,PPRRVU2026_Jul_nonQPP.csv
29894,"Arthroscopy, ankle (tibiotalar and fibulotalar joints), surgical; with removal of loose body or foreign",Arthroscopy codes,already_present,verified,,7.17,14.22,90,474.96,PPRRVU2026_Jul_nonQPP.csv
29895,"Arthroscopy, ankle (tibiotalar and fibulotalar joints), surgical; synovectomy, partial",Arthroscopy codes,already_present,verified,,6.95,12.98,90,433.54,PPRRVU2026_Jul_nonQPP.csv
29897,"Arthroscopy, ankle (tibiotalar and fibulotalar joints), surgical; debridement, limited",Arthroscopy codes,already_present,verified,,7.14,13.92,90,464.94,PPRRVU2026_Jul_nonQPP.csv
29898,"Arthroscopy, ankle (tibiotalar and fibulotalar joints), surgical; debridement, extensive",Arthroscopy codes,already_present,verified,,8.28,15.68,90,523.73,PPRRVU2026_Jul_nonQPP.csv
29899,"Arthroscopy, ankle (tibiotalar and fibulotalar joints), surgical; with ankle arthrodesis",Arthroscopy codes,already_present,verified,,15.02,27.58,90,921.2,PPRRVU2026_Jul_nonQPP.csv
29904,"Arthroscopy, subtalar joint, surgical; with removal of loose body or foreign body",Arthroscopy codes,newly_added,verified,,8.43,18.03,90,602.22,PPRRVU2026_Jul_nonQPP.csv
29905,"Arthroscopy, subtalar joint, surgical; with synovectomy",Arthroscopy codes,newly_added,verified,,8.95,14.3,90,477.63,PPRRVU2026_Jul_nonQPP.csv
29906,"Arthroscopy, subtalar joint, surgical; with debridement",Arthroscopy codes,newly_added,verified,,9.41,18.74,90,625.93,PPRRVU2026_Jul_nonQPP.csv
29907,"Arthroscopy, subtalar joint, surgical; with subtalar arthrodesis",Arthroscopy codes,newly_added,verified,,11.88,24.55,90,819.99,PPRRVU2026_Jul_nonQPP.csv
29914,"Arthroscopy, hip, surgical; with femoroplasty (ie, treatment of cam lesion)",Arthroscopy codes,already_present,verified,,14.3,27.4,90,915.18,PPRRVU2026_Jul_nonQPP.csv
29915,"Arthroscopy, hip, surgical; with acetabuloplasty (ie, treatment of pincer lesion)",Arthroscopy codes,already_present,verified,,14.63,27.91,90,932.22,PPRRVU2026_Jul_nonQPP.csv
29916,"Arthroscopy, hip, surgical; with labral repair",Arthroscopy codes,already_present,verified,,14.63,27.86,90,930.55,PPRRVU2026_Jul_nonQPP.csv
29999,"Unlisted procedure, arthroscopy",Arthroscopy codes,already_present,no_work_rvu,"CMS source lists zero work RVU; likely unlisted, contractor-priced, add-on/global indicator, deleted, or non-valued",0,0,90,0,PPRRVU2026_Jul_nonQPP.csv
64718,Neuroplasty and/or transposition; ulnar nerve at elbow,Neuroplasty,already_present,verified,,7.08,17.22,90,575.16,PPRRVU2026_Jul_nonQPP.csv
64719,Neuroplasty and/or transposition; ulnar nerve at wrist,Neuroplasty,newly_added,verified,,4.85,11.61,90,387.78,PPRRVU2026_Jul_nonQPP.csv
64721,Neuroplasty and/or transposition; median nerve at carpal tunnel,Neuroplasty,already_present,verified,,4.85,14.45,90,482.64,PPRRVU2026_Jul_nonQPP.csv
