source,specialty,code,modifier,description,site_wrvu,cms_work_rvu,cms_status_indicator,cms_year,cms_source_filename,match_status,recommended_action,path_hint
index.html:SPECS,General Orthopedic Surgery,29086,,Application of finger cast,1.23,0.60,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.60 and stamp CMS year/source,General Orthopedic Surgery[377]
index.html:SPECS,General Orthopedic Surgery,29126,,Application of short arm splint forearm to hand dynamic,1.67,0.66,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.66 and stamp CMS year/source,General Orthopedic Surgery[378]
index.html:SPECS,General Orthopedic Surgery,29130,,Application of finger splint static,0.89,0.49,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.49 and stamp CMS year/source,General Orthopedic Surgery[379]
index.html:SPECS,General Orthopedic Surgery,29131,,Application of finger splint dynamic,1.12,0.54,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.54 and stamp CMS year/source,General Orthopedic Surgery[380]
index.html:SPECS,General Orthopedic Surgery,29200,,Strapping of chest,1.23,0.38,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.38 and stamp CMS year/source,General Orthopedic Surgery[381]
index.html:SPECS,General Orthopedic Surgery,29240,,Strapping of shoulder,1.34,0.38,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.38 and stamp CMS year/source,General Orthopedic Surgery[382]
index.html:SPECS,General Orthopedic Surgery,29260,,Strapping of elbow or wrist,1.12,0.38,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.38 and stamp CMS year/source,General Orthopedic Surgery[383]
index.html:SPECS,General Orthopedic Surgery,29280,,Strapping of hand or finger,0.89,0.38,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.38 and stamp CMS year/source,General Orthopedic Surgery[384]
index.html:SPECS,General Orthopedic Surgery,29305,,Application of hip spica cast one leg,4.56,1.98,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.98 and stamp CMS year/source,General Orthopedic Surgery[385]
index.html:SPECS,General Orthopedic Surgery,29325,,Application of hip spica cast both legs,5.89,2.26,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 2.26 and stamp CMS year/source,General Orthopedic Surgery[386]
index.html:SPECS,General Orthopedic Surgery,29345,,Application of long leg cast above knee to toes,2.89,1.37,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.37 and stamp CMS year/source,General Orthopedic Surgery[387]
index.html:SPECS,General Orthopedic Surgery,29355,,Application of long leg cast walker or ambulatory type,2.78,1.49,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.49 and stamp CMS year/source,General Orthopedic Surgery[388]
index.html:SPECS,General Orthopedic Surgery,29358,,Application of long leg cast brace,3.12,1.39,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.39 and stamp CMS year/source,General Orthopedic Surgery[389]
index.html:SPECS,General Orthopedic Surgery,29365,,Application of cylinder cast thigh to ankle,2.45,1.15,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.15 and stamp CMS year/source,General Orthopedic Surgery[390]
index.html:SPECS,General Orthopedic Surgery,29425,,Application of short leg cast walking,2.23,0.78,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.78 and stamp CMS year/source,General Orthopedic Surgery[391]
index.html:SPECS,General Orthopedic Surgery,29435,,Application of patellar tendon bearing cast,2.67,1.15,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.15 and stamp CMS year/source,General Orthopedic Surgery[392]
index.html:SPECS,General Orthopedic Surgery,29440,,Adding walker to previously applied cast,0.67,0.56,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.56 and stamp CMS year/source,General Orthopedic Surgery[393]
index.html:SPECS,General Orthopedic Surgery,29445,,Application of rigid total contact leg cast,2.89,1.74,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.74 and stamp CMS year/source,General Orthopedic Surgery[394]
index.html:SPECS,General Orthopedic Surgery,29450,,Application of clubfoot cast with molding or manipulation,3.45,2.03,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 2.03 and stamp CMS year/source,General Orthopedic Surgery[395]
index.html:SPECS,General Orthopedic Surgery,29520,,Strapping of hip,1.34,0.38,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.38 and stamp CMS year/source,General Orthopedic Surgery[396]
index.html:SPECS,General Orthopedic Surgery,29530,,Strapping of knee,1.12,0.38,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.38 and stamp CMS year/source,General Orthopedic Surgery[397]
index.html:SPECS,General Orthopedic Surgery,29540,,Strapping of ankle and/or foot,1.23,0.38,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.38 and stamp CMS year/source,General Orthopedic Surgery[398]
index.html:SPECS,General Orthopedic Surgery,29550,,Strapping of toes,0.78,0.24,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.24 and stamp CMS year/source,General Orthopedic Surgery[399]
index.html:SPECS,General Orthopedic Surgery,29580,,Application of Unna boot,1.34,0.54,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.54 and stamp CMS year/source,General Orthopedic Surgery[400]
index.html:SPECS,General Orthopedic Surgery,29581,,Application of multi-layer compression system below knee,1.56,0.59,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.59 and stamp CMS year/source,General Orthopedic Surgery[401]
index.html:SPECS,General Orthopedic Surgery,29584,,Application of multi-layer compression system upper arm/lower leg,1.67,0.34,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.34 and stamp CMS year/source,General Orthopedic Surgery[404]
index.html:SPECS,General Orthopedic Surgery,29700,,Removal or bivalving of gauntlet body cast or full arm/leg cast,1.12,0.56,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.56 and stamp CMS year/source,General Orthopedic Surgery[405]
index.html:SPECS,General Orthopedic Surgery,29705,,Removal or bivalving of full arm or full leg cast,0.89,0.74,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.74 and stamp CMS year/source,General Orthopedic Surgery[406]
index.html:SPECS,General Orthopedic Surgery,29710,,Removal or bivalving of shoulder or hip spica body/jacket cast,1.34,1.31,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.31 and stamp CMS year/source,General Orthopedic Surgery[407]
index.html:SPECS,General Orthopedic Surgery,29720,,Repair or modification of cast long arm short arm or long/short leg,0.89,0.66,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.66 and stamp CMS year/source,General Orthopedic Surgery[409]
index.html:SPECS,General Orthopedic Surgery,29730,,Windowing of cast,0.67,0.73,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.73 and stamp CMS year/source,General Orthopedic Surgery[410]
index.html:SPECS,General Orthopedic Surgery,29740,,Wedging of cast,1.12,1.09,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.09 and stamp CMS year/source,General Orthopedic Surgery[411]
index.html:SPECS,General Orthopedic Surgery,29750,,Wedging of clubfoot cast,1.34,1.23,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.23 and stamp CMS year/source,General Orthopedic Surgery[412]
index.html:SPECS,General Orthopedic Surgery,29800,,Arthroscopy temporomandibular joint diagnostic,5.78,6.67,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.67 and stamp CMS year/source,General Orthopedic Surgery[413]
index.html:SPECS,General Orthopedic Surgery,29805,,Arthroscopy shoulder diagnostic,5.23,5.88,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.88 and stamp CMS year/source,General Orthopedic Surgery[414]
index.html:SPECS,General Orthopedic Surgery,29807,,Arthroscopy shoulder surgical; repair of SLAP lesion,13.89,14.30,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 14.30 and stamp CMS year/source,General Orthopedic Surgery[415]
index.html:SPECS,General Orthopedic Surgery,29819,,Arthroscopy shoulder surgical; with removal of loose body or foreign body,8.67,7.60,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 7.60 and stamp CMS year/source,General Orthopedic Surgery[416]
index.html:SPECS,General Orthopedic Surgery,29820,,Arthroscopy shoulder surgical; synovectomy partial,7.89,7.03,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 7.03 and stamp CMS year/source,General Orthopedic Surgery[417]
index.html:SPECS,General Orthopedic Surgery,29821,,Arthroscopy shoulder surgical; synovectomy complete,9.23,7.69,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 7.69 and stamp CMS year/source,General Orthopedic Surgery[418]
index.html:SPECS,General Orthopedic Surgery,29822,,Arthroscopy shoulder surgical; debridement limited,7.45,6.85,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.85 and stamp CMS year/source,General Orthopedic Surgery[419]
index.html:SPECS,General Orthopedic Surgery,29823,,"Arthroscopy, shoulder, debridement, extensive",6.73,7.78,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 7.78 and stamp CMS year/source,General Orthopedic Surgery[420]
index.html:SPECS,General Orthopedic Surgery,29824,,"Arthroscopy, shoulder, distal claviculectomy",7.67,8.76,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 8.76 and stamp CMS year/source,General Orthopedic Surgery[421]
index.html:SPECS,General Orthopedic Surgery,29825,,Arthroscopy shoulder surgical; with lysis and resection of adhesions,8.12,7.60,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 7.60 and stamp CMS year/source,General Orthopedic Surgery[422]
index.html:SPECS,General Orthopedic Surgery,29826,,"Arthroscopy, shoulder, subacromial decompression",8.36,2.93,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 2.93 and stamp CMS year/source,General Orthopedic Surgery[423]
index.html:SPECS,General Orthopedic Surgery,29828,,"Arthroscopy, shoulder, biceps tenodesis",10.15,12.83,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 12.83 and stamp CMS year/source,General Orthopedic Surgery[424]
index.html:SPECS,General Orthopedic Surgery,29830,,Arthroscopy elbow diagnostic,4.89,5.73,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.73 and stamp CMS year/source,General Orthopedic Surgery[425]
index.html:SPECS,General Orthopedic Surgery,29834,,Arthroscopy elbow surgical; with removal of loose body or foreign body,7.56,6.26,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.26 and stamp CMS year/source,General Orthopedic Surgery[426]
index.html:SPECS,General Orthopedic Surgery,29835,,Arthroscopy elbow surgical; synovectomy partial,7.23,6.45,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.45 and stamp CMS year/source,General Orthopedic Surgery[427]
index.html:SPECS,General Orthopedic Surgery,29836,,Arthroscopy elbow surgical; synovectomy complete,8.67,7.53,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 7.53 and stamp CMS year/source,General Orthopedic Surgery[428]
index.html:SPECS,General Orthopedic Surgery,29837,,Arthroscopy elbow surgical; debridement limited,6.89,6.83,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.83 and stamp CMS year/source,General Orthopedic Surgery[429]
index.html:SPECS,General Orthopedic Surgery,29838,,Arthroscopy elbow surgical; debridement extensive,8.12,7.68,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 7.68 and stamp CMS year/source,General Orthopedic Surgery[430]
index.html:SPECS,General Orthopedic Surgery,29840,,Arthroscopy wrist diagnostic,4.56,5.54,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.54 and stamp CMS year/source,General Orthopedic Surgery[431]
index.html:SPECS,General Orthopedic Surgery,29843,,Arthroscopy wrist surgical; for infection lavage and drainage,7.34,6.00,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.00 and stamp CMS year/source,General Orthopedic Surgery[432]
index.html:SPECS,General Orthopedic Surgery,29844,,Arthroscopy wrist surgical; synovectomy partial,6.78,6.35,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.35 and stamp CMS year/source,General Orthopedic Surgery[433]
index.html:SPECS,General Orthopedic Surgery,29845,,Arthroscopy wrist surgical; synovectomy complete,8.23,7.50,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 7.50 and stamp CMS year/source,General Orthopedic Surgery[434]
index.html:SPECS,General Orthopedic Surgery,29846,,Arthroscopy wrist surgical; excision and/or repair of triangular fibrocartilage,8.89,6.72,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.72 and stamp CMS year/source,General Orthopedic Surgery[435]
index.html:SPECS,General Orthopedic Surgery,29847,,Arthroscopy wrist surgical; internal fixation for fracture,10.56,7.04,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 7.04 and stamp CMS year/source,General Orthopedic Surgery[436]
index.html:SPECS,General Orthopedic Surgery,29851,,Arthroscopically aided treatment of tibial fracture bicondylar,15.67,12.93,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 12.93 and stamp CMS year/source,General Orthopedic Surgery[437]
index.html:SPECS,General Orthopedic Surgery,29855,,Arthroscopically aided treatment of tibial fracture unicondylar,13.45,10.49,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 10.49 and stamp CMS year/source,General Orthopedic Surgery[438]
index.html:SPECS,General Orthopedic Surgery,29856,,Arthroscopically aided treatment of tibial fracture bicondylar with internal fixation,17.89,13.92,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 13.92 and stamp CMS year/source,General Orthopedic Surgery[439]
index.html:SPECS,General Orthopedic Surgery,29860,,Arthroscopy hip diagnostic,6.78,8.78,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 8.78 and stamp CMS year/source,General Orthopedic Surgery[440]
index.html:SPECS,General Orthopedic Surgery,29861,,Arthroscopy hip surgical; with removal of loose body or foreign body,9.23,9.85,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 9.85 and stamp CMS year/source,General Orthopedic Surgery[441]
index.html:SPECS,General Orthopedic Surgery,29862,,Arthroscopy hip surgical; with debridement/shaving of articular cartilage,10.45,10.89,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 10.89 and stamp CMS year/source,General Orthopedic Surgery[442]
index.html:SPECS,General Orthopedic Surgery,29863,,Arthroscopy hip surgical; with femoroplasty,12.67,10.89,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 10.89 and stamp CMS year/source,General Orthopedic Surgery[443]
index.html:SPECS,General Orthopedic Surgery,29866,,Arthroscopy knee surgical; osteochondral autograft single plug,12.34,14.30,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 14.30 and stamp CMS year/source,General Orthopedic Surgery[444]
index.html:SPECS,General Orthopedic Surgery,29867,,Arthroscopy knee surgical; osteochondral allograft,14.56,17.93,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 17.93 and stamp CMS year/source,General Orthopedic Surgery[445]
index.html:SPECS,General Orthopedic Surgery,29868,,Arthroscopy knee surgical; meniscal transplantation,15.89,24.47,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 24.47 and stamp CMS year/source,General Orthopedic Surgery[446]
index.html:SPECS,General Orthopedic Surgery,29871,,Arthroscopy knee surgical; for infection lavage and drainage,6.78,6.52,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.52 and stamp CMS year/source,General Orthopedic Surgery[447]
index.html:SPECS,General Orthopedic Surgery,29873,,Arthroscopy knee surgical; with lateral release,6.89,6.08,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.08 and stamp CMS year/source,General Orthopedic Surgery[448]
index.html:SPECS,General Orthopedic Surgery,29874,,Arthroscopy knee surgical; for removal of loose body or foreign body,6.45,7.01,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 7.01 and stamp CMS year/source,General Orthopedic Surgery[449]
index.html:SPECS,General Orthopedic Surgery,29875,,Arthroscopy knee surgical; synovectomy limited,5.89,6.29,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.29 and stamp CMS year/source,General Orthopedic Surgery[450]
index.html:SPECS,General Orthopedic Surgery,29876,,"Arthroscopy, knee, chondroplasty",4.39,8.65,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 8.65 and stamp CMS year/source,General Orthopedic Surgery[451]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,20982,,Ablation therapy bone tumor radiofrequency including adjacent soft tissue,13.2,6.84,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.84 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[0]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,20983,,Ablation therapy soft tissue tumor radiofrequency including adjacent tissue,12.8,6.71,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.71 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[1]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,20985,,Computer-assisted musculoskeletal surgical navigational procedure,2.6,2.44,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 2.44 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[2]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,20999,,Unlisted musculoskeletal procedure,8,0.00,C,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.00 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[3]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,23071,,Excision tumor soft tissue shoulder area subcutaneous <3 cm,4.9,5.76,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.76 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[4]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,23073,,Excision tumor soft tissue shoulder area subfascial <5 cm,8.8,9.88,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 9.88 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[6]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,23075,,Radical resection tumor humerus or scapula,26.6,4.10,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 4.10 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[8]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,23076,,Radical resection tumor soft tissue shoulder area <5 cm,17.8,7.22,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 7.22 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[9]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,23077,,Radical resection tumor soft tissue shoulder area 5 cm or greater,21.7,17.22,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 17.22 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[10]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,23150,,Partial excision clavicle,10.4,8.69,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 8.69 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[11]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,23156,,Radical resection clavicular tumor,17.2,8.88,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 8.88 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[12]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,23220,,Resection or transplant shoulder tumor proximal humerus reconstruction,24.5,29.45,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 29.45 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[13]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,23334,,Removal prosthesis shoulder for tumor revision,18.8,15.11,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 15.11 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[14]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,23900,,Amputation interthoracoscapular forequarter,35.2,20.20,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 20.20 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[15]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,23920,,Disarticulation shoulder,18.1,15.82,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 15.82 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[16]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,24071,,Excision tumor upper arm/elbow subcutaneous <3 cm,4.8,5.56,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.56 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[17]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,24073,,Excision tumor upper arm/elbow subfascial <5 cm,8.9,9.88,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 9.88 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[19]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,24075,,Radical resection tumor upper arm/elbow bone,24.9,4.13,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 4.13 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[21]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,24076,,Radical resection tumor soft tissue upper arm/elbow <5 cm,17.5,7.22,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 7.22 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[22]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,24077,,Radical resection tumor soft tissue upper arm/elbow 5 cm or greater,21.2,15.33,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 15.33 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[23]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,24150,,Partial excision distal humerus/proximal ulna/olecranon tumor,13.6,22.87,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 22.87 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[24]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,24152,,Excision or curettage bone cyst/benign tumor humerus/coracoid,11.8,19.49,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 19.49 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[25]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,24155,,Excision or curettage bone cyst/benign tumor humerus with allograft,14.2,11.79,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 11.79 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[26]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,24160,,Radical resection distal humerus/proximal forearm tumor,23.6,18.16,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 18.16 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[27]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,24920,,Disarticulation elbow,17.4,9.88,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 9.88 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[28]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,24930,,Amputation arm through humerus,15.8,10.56,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 10.56 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[29]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,25170,,Radical resection tumor radius/ulna,19.7,21.65,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 21.65 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[30]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,25210,,Carpectomy one bone,7.4,5.97,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.97 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[31]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,25215,,Carpectomy all bones proximal row,11.1,7.94,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 7.94 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[32]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,25240,,Excision distal ulna partial/complete,8.5,5.18,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.18 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[33]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,25246,,Biopsy bone open carpus/metacarpal/phalanges,6.2,1.41,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.41 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[34]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,25248,,Excision or curettage bone cyst/tumor carpal/metacarpal,8.3,5.18,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.18 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[35]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,25295,,Carpectomy with prosthetic replacement for tumor,18.9,6.55,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.55 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[37]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,25900,,Amputation forearm through radius/ulna,14.4,9.37,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 9.37 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[38]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,26115,,Excision tumor hand/finger subcutaneous <1.5 cm,4.2,3.86,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 3.86 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[39]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,26116,,Excision tumor hand/finger subcutaneous 1.5 cm or greater,4.9,6.57,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.57 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[40]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,26117,,Excision tumor hand/finger deep subfascial,8.4,9.88,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 9.88 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[41]
index.html:SPECS,Orthopedic Oncology / Limb Salvage,26118,,Radical resection tumor hand/finger,14.2,14.44,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 14.44 and stamp CMS year/source,Orthopedic Oncology / Limb Salvage[42]
